month,customer,segment,state,network,data_type,patients_queried,patients_matched,patients_with_data,records_returned,freshness_days,avg_lookback_months
2025-09,Harborview VBC,ACO enablement,CA,CommonWell,allergies,3871,2892,1986,3380,11.6,30.0
2025-09,Harborview VBC,ACO enablement,CA,CommonWell,immunizations,3871,2892,2009,5393,19.5,29.0
2025-09,Harborview VBC,ACO enablement,CA,Surescripts,medications,3871,3292,2932,30234,2.0,34.0
2025-09,Harborview VBC,ACO enablement,CA,Quest Labs,labs,3871,3227,1497,19970,2.9,30.0
2025-09,Harborview VBC,ACO enablement,CA,Bamboo Health,adt_events,3871,3116,1665,3559,0.2,51.0
2025-09,Harborview VBC,ACO enablement,CA,PointClickCare,adt_events,3871,2904,1370,2758,0.2,34.0
2025-09,Harborview VBC,ACO enablement,ID,Carequality,conditions,1935,1463,945,6578,13.2,47.0
2025-09,Harborview VBC,ACO enablement,ID,Carequality,encounters,1935,1463,959,9023,11.7,24.0
2025-09,Harborview VBC,ACO enablement,ID,Carequality,medications,1935,1463,907,9152,2.3,58.0
2025-09,Harborview VBC,ACO enablement,ID,Carequality,labs,1935,1463,959,11835,2.6,27.0
2025-09,Harborview VBC,ACO enablement,ID,Carequality,documents,1935,1463,923,3440,12.7,24.0
2025-09,Harborview VBC,ACO enablement,ID,Carequality,allergies,1935,1463,963,1550,16.4,25.0
2025-09,Harborview VBC,ACO enablement,ID,Carequality,immunizations,1935,1463,935,2568,16.9,36.0
2025-09,Harborview VBC,ACO enablement,ID,CommonWell,conditions,1935,1377,785,4943,12.9,31.0
2025-09,Harborview VBC,ACO enablement,ID,CommonWell,encounters,1935,1377,801,7362,10.3,54.0
2025-09,Harborview VBC,ACO enablement,ID,CommonWell,medications,1935,1377,753,7736,2.3,48.0
2025-09,Harborview VBC,ACO enablement,ID,CommonWell,labs,1935,1377,737,11579,3.6,29.0
2025-09,Harborview VBC,ACO enablement,ID,CommonWell,documents,1935,1377,809,3009,12.2,58.0
2025-09,Harborview VBC,ACO enablement,ID,CommonWell,allergies,1935,1377,781,1245,17.1,21.0
2025-09,Harborview VBC,ACO enablement,ID,CommonWell,immunizations,1935,1377,828,2259,24.2,36.0
2025-09,Harborview VBC,ACO enablement,ID,Surescripts,medications,1935,1624,1200,12374,3.2,31.0
2025-09,Harborview VBC,ACO enablement,ID,Quest Labs,labs,1935,1498,569,8012,2.6,34.0
2025-09,Harborview VBC,ACO enablement,ID,Bamboo Health,adt_events,1935,1416,671,1318,0.2,45.0
2025-09,Harborview VBC,ACO enablement,ID,PointClickCare,adt_events,1935,1457,568,1047,0.2,23.0
2025-09,Harborview VBC,ACO enablement,CO,Carequality,conditions,1935,1631,1317,8369,12.2,51.0
2025-09,Harborview VBC,ACO enablement,CO,Carequality,encounters,1935,1631,1344,13268,8.3,48.0
2025-09,Harborview VBC,ACO enablement,CO,Carequality,medications,1935,1631,1330,14400,2.0,43.0
2025-09,Harborview VBC,ACO enablement,CO,Carequality,labs,1935,1631,1343,18621,2.4,37.0
2025-09,Harborview VBC,ACO enablement,CO,Carequality,documents,1935,1631,1400,5737,13.9,29.0
2025-09,Harborview VBC,ACO enablement,CO,Carequality,allergies,1935,1631,1341,2305,17.3,30.0
2025-09,Harborview VBC,ACO enablement,CO,Carequality,immunizations,1935,1631,1337,3153,21.8,49.0
2025-09,Harborview VBC,ACO enablement,CO,CommonWell,conditions,1935,1468,1024,5455,15.5,59.0
2025-09,Harborview VBC,ACO enablement,CO,CommonWell,encounters,1935,1468,1080,9685,11.8,38.0
2025-09,Harborview VBC,ACO enablement,CO,CommonWell,medications,1935,1468,1069,11246,2.7,55.0
2025-09,Harborview VBC,ACO enablement,CO,CommonWell,labs,1935,1468,1044,16573,3.1,52.0
2025-09,Harborview VBC,ACO enablement,CO,CommonWell,documents,1935,1468,1026,4229,18.9,53.0
2025-09,Harborview VBC,ACO enablement,CO,CommonWell,allergies,1935,1468,1081,1547,12.5,47.0
2025-09,Harborview VBC,ACO enablement,CO,CommonWell,immunizations,1935,1468,1042,2372,24.5,19.0
2025-09,Harborview VBC,ACO enablement,CO,Surescripts,medications,1935,1720,1629,15376,2.3,26.0
2025-09,Harborview VBC,ACO enablement,CO,Quest Labs,labs,1935,1616,767,10646,3.7,39.0
2025-09,Harborview VBC,ACO enablement,CO,Bamboo Health,adt_events,1935,1539,871,1663,0.2,56.0
2025-09,Harborview VBC,ACO enablement,CO,PointClickCare,adt_events,1935,1486,767,1483,0.2,40.0
2025-10,Harborview VBC,ACO enablement,WA,Carequality,conditions,6842,5583,4513,26553,15.2,54.0
2025-10,Harborview VBC,ACO enablement,WA,Carequality,encounters,6842,5583,4445,39912,12.5,30.0
2025-10,Harborview VBC,ACO enablement,WA,Carequality,medications,6842,5583,4542,45727,2.1,38.0
2025-10,Harborview VBC,ACO enablement,WA,Carequality,labs,6842,5583,4458,65407,2.4,40.0
2025-10,Harborview VBC,ACO enablement,WA,Carequality,documents,6842,5583,4575,19555,15.0,59.0
2025-10,Harborview VBC,ACO enablement,WA,Carequality,allergies,6842,5583,4637,7865,14.8,43.0
2025-10,Harborview VBC,ACO enablement,WA,Carequality,immunizations,6842,5583,4397,11485,25.1,60.0
2025-10,Harborview VBC,ACO enablement,WA,CommonWell,conditions,6842,4937,3373,20284,9.7,48.0
2025-10,Harborview VBC,ACO enablement,WA,CommonWell,encounters,6842,4937,3464,36458,12.4,35.0
2025-10,Harborview VBC,ACO enablement,WA,CommonWell,medications,6842,4937,3453,39560,2.7,24.0
2025-10,Harborview VBC,ACO enablement,WA,CommonWell,labs,6842,4937,3543,46604,3.5,58.0
2025-10,Harborview VBC,ACO enablement,WA,CommonWell,documents,6842,4937,3249,12359,15.5,42.0
2025-10,Harborview VBC,ACO enablement,WA,CommonWell,allergies,6842,4937,3499,5006,14.9,54.0
2025-10,Harborview VBC,ACO enablement,WA,CommonWell,immunizations,6842,4937,3442,8824,24.8,51.0
2025-10,Harborview VBC,ACO enablement,WA,Surescripts,medications,6842,6053,5349,59157,2.6,19.0
2025-10,Harborview VBC,ACO enablement,WA,Quest Labs,labs,6842,5617,3056,39901,2.9,52.0
2025-10,Harborview VBC,ACO enablement,WA,Bamboo Health,adt_events,6842,5458,3015,6046,0.2,40.0
2025-10,Harborview VBC,ACO enablement,WA,PointClickCare,adt_events,6842,5229,2360,4109,0.2,31.0
2025-10,Harborview VBC,ACO enablement,OR,Carequality,conditions,4887,3977,3279,17866,10.8,27.0
2025-10,Harborview VBC,ACO enablement,OR,Carequality,encounters,4887,3977,3163,26607,12.4,41.0
2025-10,Harborview VBC,ACO enablement,OR,Carequality,medications,4887,3977,3399,35009,2.1,59.0
2025-10,Harborview VBC,ACO enablement,OR,Carequality,labs,4887,3977,3266,50149,3.4,35.0
2025-10,Harborview VBC,ACO enablement,OR,Carequality,documents,4887,3977,2990,13232,18.6,41.0
2025-10,Harborview VBC,ACO enablement,OR,Carequality,allergies,4887,3977,3306,5404,11.9,34.0
2025-10,Harborview VBC,ACO enablement,OR,Carequality,immunizations,4887,3977,3266,7254,24.7,59.0
2025-10,Harborview VBC,ACO enablement,OR,CommonWell,conditions,4887,3675,2419,14876,9.8,22.0
2025-10,Harborview VBC,ACO enablement,OR,CommonWell,encounters,4887,3675,2555,20963,9.2,36.0
2025-10,Harborview VBC,ACO enablement,OR,CommonWell,medications,4887,3675,2566,30856,3.0,35.0
2025-10,Harborview VBC,ACO enablement,OR,CommonWell,labs,4887,3675,2486,38900,3.4,40.0
2025-10,Harborview VBC,ACO enablement,OR,CommonWell,documents,4887,3675,2558,10611,13.9,37.0
2025-10,Harborview VBC,ACO enablement,OR,CommonWell,allergies,4887,3675,2559,3985,16.0,49.0
2025-10,Harborview VBC,ACO enablement,OR,CommonWell,immunizations,4887,3675,2529,6195,17.8,47.0
2025-10,Harborview VBC,ACO enablement,OR,Surescripts,medications,4887,4168,3607,44390,3.2,46.0
2025-10,Harborview VBC,ACO enablement,OR,Quest Labs,labs,4887,3930,1855,24848,2.9,20.0
2025-10,Harborview VBC,ACO enablement,OR,Bamboo Health,adt_events,4887,3725,2060,3856,0.2,35.0
2025-10,Harborview VBC,ACO enablement,OR,PointClickCare,adt_events,4887,3627,1564,2612,0.2,21.0
2025-10,Harborview VBC,ACO enablement,CA,Carequality,conditions,3909,3161,2488,16811,12.2,24.0
2025-10,Harborview VBC,ACO enablement,CA,Carequality,encounters,3909,3161,2437,21303,10.2,51.0
2025-10,Harborview VBC,ACO enablement,CA,Carequality,medications,3909,3161,2406,25672,2.1,34.0
2025-10,Harborview VBC,ACO enablement,CA,Carequality,labs,3909,3161,2479,30218,2.5,49.0
2025-10,Harborview VBC,ACO enablement,CA,Carequality,documents,3909,3161,2513,9843,17.1,22.0
2025-10,Harborview VBC,ACO enablement,CA,Carequality,allergies,3909,3161,2626,4548,13.9,38.0
2025-10,Harborview VBC,ACO enablement,CA,Carequality,immunizations,3909,3161,2516,6555,16.3,46.0
2025-10,Harborview VBC,ACO enablement,CA,CommonWell,conditions,3909,2928,2036,14455,11.3,37.0
2025-10,Harborview VBC,ACO enablement,CA,CommonWell,encounters,3909,2928,1969,18991,8.8,42.0
2025-10,Harborview VBC,ACO enablement,CA,CommonWell,medications,3909,2928,1956,24382,2.9,43.0
2025-10,Harborview VBC,ACO enablement,CA,CommonWell,labs,3909,2928,2054,25287,3.4,44.0
2025-10,Harborview VBC,ACO enablement,CA,CommonWell,documents,3909,2928,1956,7889,13.3,27.0
2025-10,Harborview VBC,ACO enablement,CA,CommonWell,allergies,3909,2928,1911,2885,12.5,23.0
2025-10,Harborview VBC,ACO enablement,CA,CommonWell,immunizations,3909,2928,1946,4442,25.7,54.0
2025-10,Harborview VBC,ACO enablement,CA,Surescripts,medications,3909,3365,2963,32399,3.2,44.0
2025-10,Harborview VBC,ACO enablement,CA,Quest Labs,labs,3909,3163,1406,22443,3.8,38.0
2025-10,Harborview VBC,ACO enablement,CA,Bamboo Health,adt_events,3909,3100,1607,3294,0.2,23.0
2025-10,Harborview VBC,ACO enablement,CA,PointClickCare,adt_events,3909,3049,1530,2777,0.2,58.0
2025-10,Harborview VBC,ACO enablement,ID,Carequality,conditions,1954,1537,1003,6621,13.1,23.0
2025-10,Harborview VBC,ACO enablement,ID,Carequality,encounters,1954,1537,1028,11217,11.2,43.0
2025-10,Harborview VBC,ACO enablement,ID,Carequality,medications,1954,1537,991,10315,2.6,45.0
2025-10,Harborview VBC,ACO enablement,ID,Carequality,labs,1954,1537,1061,14667,2.8,30.0
2025-10,Harborview VBC,ACO enablement,ID,Carequality,documents,1954,1537,1013,3711,14.3,50.0
2025-10,Harborview VBC,ACO enablement,ID,Carequality,allergies,1954,1537,1007,1785,17.8,21.0
2025-10,Harborview VBC,ACO enablement,ID,Carequality,immunizations,1954,1537,967,2032,16.7,30.0
2025-10,Harborview VBC,ACO enablement,ID,CommonWell,conditions,1954,1339,774,5109,13.4,42.0
2025-10,Harborview VBC,ACO enablement,ID,CommonWell,encounters,1954,1339,738,7584,12.4,47.0
2025-10,Harborview VBC,ACO enablement,ID,CommonWell,medications,1954,1339,718,7956,2.6,23.0
2025-10,Harborview VBC,ACO enablement,ID,CommonWell,labs,1954,1339,784,12335,3.9,28.0
2025-10,Harborview VBC,ACO enablement,ID,CommonWell,documents,1954,1339,820,2969,18.0,45.0
2025-10,Harborview VBC,ACO enablement,ID,CommonWell,allergies,1954,1339,758,1360,12.8,33.0
2025-10,Harborview VBC,ACO enablement,ID,CommonWell,immunizations,1954,1339,748,1665,21.1,37.0
2025-10,Harborview VBC,ACO enablement,ID,Surescripts,medications,1954,1669,1258,12192,2.6,58.0
2025-10,Harborview VBC,ACO enablement,ID,Quest Labs,labs,1954,1584,614,9703,2.8,21.0
2025-10,Harborview VBC,ACO enablement,ID,Bamboo Health,adt_events,1954,1460,637,1156,0.2,35.0
2025-10,Harborview VBC,ACO enablement,ID,PointClickCare,adt_events,1954,1408,532,1004,0.2,47.0
2025-10,Harborview VBC,ACO enablement,CO,Carequality,conditions,1954,1619,1357,9560,14.2,45.0
2025-10,Harborview VBC,ACO enablement,CO,Carequality,encounters,1954,1619,1412,13114,9.5,39.0
2025-10,Harborview VBC,ACO enablement,CO,Carequality,medications,1954,1619,1329,16653,2.8,34.0
2025-10,Harborview VBC,ACO enablement,CO,Carequality,labs,1954,1619,1384,20521,2.8,36.0
2025-10,Harborview VBC,ACO enablement,CO,Carequality,documents,1954,1619,1355,5392,17.7,31.0
2025-10,Harborview VBC,ACO enablement,CO,Carequality,allergies,1954,1619,1356,2057,12.2,49.0
2025-10,Harborview VBC,ACO enablement,CO,Carequality,immunizations,1954,1619,1324,3487,22.8,52.0
2025-10,Harborview VBC,ACO enablement,CO,CommonWell,conditions,1954,1480,1100,6548,14.1,42.0
2025-10,Harborview VBC,ACO enablement,CO,CommonWell,encounters,1954,1480,1108,10631,11.7,29.0
2025-10,Harborview VBC,ACO enablement,CO,CommonWell,medications,1954,1480,1089,13204,2.1,42.0
2025-10,Harborview VBC,ACO enablement,CO,CommonWell,labs,1954,1480,1080,13425,2.8,44.0
2025-10,Harborview VBC,ACO enablement,CO,CommonWell,documents,1954,1480,1038,4630,16.7,42.0
2025-10,Harborview VBC,ACO enablement,CO,CommonWell,allergies,1954,1480,1097,1533,15.3,25.0
2025-10,Harborview VBC,ACO enablement,CO,CommonWell,immunizations,1954,1480,1138,2385,16.8,51.0
2025-10,Harborview VBC,ACO enablement,CO,Surescripts,medications,1954,1784,1645,20415,3.0,28.0
2025-10,Harborview VBC,ACO enablement,CO,Quest Labs,labs,1954,1632,785,10945,2.6,25.0
2025-10,Harborview VBC,ACO enablement,CO,Bamboo Health,adt_events,1954,1548,962,1991,0.2,43.0
2025-10,Harborview VBC,ACO enablement,CO,PointClickCare,adt_events,1954,1520,767,1504,0.2,54.0
2025-11,Harborview VBC,ACO enablement,WA,Carequality,conditions,6955,5568,4368,30349,12.1,33.0
2025-11,Harborview VBC,ACO enablement,WA,Carequality,encounters,6955,5568,4587,37055,11.4,27.0
2025-11,Harborview VBC,ACO enablement,WA,Carequality,medications,6955,5568,4529,48890,2.0,55.0
2025-11,Harborview VBC,ACO enablement,WA,Carequality,labs,6955,5568,4580,60534,3.5,39.0
2025-11,Harborview VBC,ACO enablement,WA,Carequality,documents,6955,5568,4521,19371,19.3,27.0
2025-11,Harborview VBC,ACO enablement,WA,Carequality,allergies,6955,5568,4285,7104,11.7,49.0
2025-11,Harborview VBC,ACO enablement,WA,Carequality,immunizations,6955,5568,4650,12143,22.4,18.0
2025-11,Harborview VBC,ACO enablement,WA,CommonWell,conditions,6955,5197,3744,23086,15.2,53.0
2025-11,Harborview VBC,ACO enablement,WA,CommonWell,encounters,6955,5197,3653,35115,8.5,49.0
2025-11,Harborview VBC,ACO enablement,WA,CommonWell,medications,6955,5197,3459,33385,2.3,57.0
2025-11,Harborview VBC,ACO enablement,WA,CommonWell,labs,6955,5197,3812,60074,3.6,43.0
2025-11,Harborview VBC,ACO enablement,WA,CommonWell,documents,6955,5197,3596,13947,14.3,45.0
2025-11,Harborview VBC,ACO enablement,WA,CommonWell,allergies,6955,5197,3537,5281,13.4,40.0
2025-11,Harborview VBC,ACO enablement,WA,CommonWell,immunizations,6955,5197,3806,8110,23.3,60.0
2025-11,Harborview VBC,ACO enablement,WA,Surescripts,medications,6955,6202,5770,70337,3.0,19.0
2025-11,Harborview VBC,ACO enablement,WA,Quest Labs,labs,6955,5730,3060,36823,3.5,29.0
2025-11,Harborview VBC,ACO enablement,WA,Bamboo Health,adt_events,6955,5556,2970,5682,0.2,31.0
2025-11,Harborview VBC,ACO enablement,WA,PointClickCare,adt_events,6955,5304,2556,4577,0.2,18.0
2025-11,Harborview VBC,ACO enablement,OR,Carequality,conditions,4968,4072,3181,22650,11.3,20.0
2025-11,Harborview VBC,ACO enablement,OR,Carequality,encounters,4968,4072,3259,29145,9.7,56.0
2025-11,Harborview VBC,ACO enablement,OR,Carequality,medications,4968,4072,3358,35833,3.2,29.0
2025-11,Harborview VBC,ACO enablement,OR,Carequality,labs,4968,4072,3260,41955,2.5,35.0
2025-11,Harborview VBC,ACO enablement,OR,Carequality,documents,4968,4072,3343,15660,17.3,57.0
2025-11,Harborview VBC,ACO enablement,OR,Carequality,allergies,4968,4072,3245,4884,12.3,39.0
2025-11,Harborview VBC,ACO enablement,OR,Carequality,immunizations,4968,4072,3205,6786,25.3,23.0
2025-11,Harborview VBC,ACO enablement,OR,CommonWell,conditions,4968,3532,2483,15519,13.6,28.0
2025-11,Harborview VBC,ACO enablement,OR,CommonWell,encounters,4968,3532,2362,23067,11.0,31.0
2025-11,Harborview VBC,ACO enablement,OR,CommonWell,medications,4968,3532,2432,23105,2.4,55.0
2025-11,Harborview VBC,ACO enablement,OR,CommonWell,labs,4968,3532,2508,34775,3.4,52.0
2025-11,Harborview VBC,ACO enablement,OR,CommonWell,documents,4968,3532,2324,9790,16.7,26.0
2025-11,Harborview VBC,ACO enablement,OR,CommonWell,allergies,4968,3532,2404,4243,14.3,21.0
2025-11,Harborview VBC,ACO enablement,OR,CommonWell,immunizations,4968,3532,2496,5769,16.8,30.0
2025-11,Harborview VBC,ACO enablement,OR,Surescripts,medications,4968,4214,3615,38611,2.1,45.0
2025-11,Harborview VBC,ACO enablement,OR,Quest Labs,labs,4968,3982,1920,23358,2.6,58.0
2025-11,Harborview VBC,ACO enablement,OR,Bamboo Health,adt_events,4968,3842,2145,4304,0.2,56.0
2025-11,Harborview VBC,ACO enablement,OR,PointClickCare,adt_events,4968,3805,1658,2775,0.2,29.0
2025-11,Harborview VBC,ACO enablement,CA,Carequality,conditions,3974,3097,2565,17154,13.2,27.0
2025-11,Harborview VBC,ACO enablement,CA,Carequality,encounters,3974,3097,2396,19585,11.5,23.0
2025-11,Harborview VBC,ACO enablement,CA,Carequality,medications,3974,3097,2472,25112,3.0,35.0
2025-11,Harborview VBC,ACO enablement,CA,Carequality,labs,3974,3097,2508,32042,2.9,39.0
2025-11,Harborview VBC,ACO enablement,CA,Carequality,documents,3974,3097,2558,11085,15.4,59.0
2025-11,Harborview VBC,ACO enablement,CA,Carequality,allergies,3974,3097,2430,3766,17.7,55.0
2025-11,Harborview VBC,ACO enablement,CA,Carequality,immunizations,3974,3097,2523,5371,20.1,43.0
2025-11,Harborview VBC,ACO enablement,CA,CommonWell,conditions,3974,2964,1980,12391,10.7,55.0
2025-11,Harborview VBC,ACO enablement,CA,CommonWell,encounters,3974,2964,2000,21778,10.7,59.0
2025-11,Harborview VBC,ACO enablement,CA,CommonWell,medications,3974,2964,2032,20024,2.3,22.0
2025-11,Harborview VBC,ACO enablement,CA,CommonWell,labs,3974,2964,1938,24435,3.5,54.0
2025-11,Harborview VBC,ACO enablement,CA,CommonWell,documents,3974,2964,2006,8621,18.7,50.0
2025-11,Harborview VBC,ACO enablement,CA,CommonWell,allergies,3974,2964,2027,3041,14.9,29.0
2025-11,Harborview VBC,ACO enablement,CA,CommonWell,immunizations,3974,2964,2026,5522,20.5,29.0
2025-11,Harborview VBC,ACO enablement,CA,Surescripts,medications,3974,3421,2991,30233,2.2,41.0
2025-11,Harborview VBC,ACO enablement,CA,Quest Labs,labs,3974,3306,1540,22068,3.3,21.0
2025-11,Harborview VBC,ACO enablement,CA,Bamboo Health,adt_events,3974,3072,1575,2886,0.3,28.0
2025-11,Harborview VBC,ACO enablement,CA,PointClickCare,adt_events,3974,2962,1342,2586,0.2,40.0
2025-11,Harborview VBC,ACO enablement,ID,Carequality,conditions,1987,1513,990,5431,9.7,35.0
2025-11,Harborview VBC,ACO enablement,ID,Carequality,encounters,1987,1513,1033,10798,12.8,58.0
2025-11,Harborview VBC,ACO enablement,ID,Carequality,medications,1987,1513,969,10067,2.2,41.0
2025-11,Harborview VBC,ACO enablement,ID,Carequality,labs,1987,1513,994,12076,3.7,52.0
2025-11,Harborview VBC,ACO enablement,ID,Carequality,documents,1987,1513,1018,3957,18.5,35.0
2025-11,Harborview VBC,ACO enablement,ID,Carequality,allergies,1987,1513,977,1543,15.1,36.0
2025-11,Harborview VBC,ACO enablement,ID,Carequality,immunizations,1987,1513,1016,2330,25.2,21.0
2025-11,Harborview VBC,ACO enablement,ID,CommonWell,conditions,1987,1431,785,4944,14.9,47.0
2025-11,Harborview VBC,ACO enablement,ID,CommonWell,encounters,1987,1431,808,8070,11.3,18.0
2025-11,Harborview VBC,ACO enablement,ID,CommonWell,medications,1987,1431,788,7468,2.4,59.0
2025-11,Harborview VBC,ACO enablement,ID,CommonWell,labs,1987,1431,778,11496,3.0,35.0
2025-11,Harborview VBC,ACO enablement,ID,CommonWell,documents,1987,1431,805,3140,17.9,40.0
2025-11,Harborview VBC,ACO enablement,ID,CommonWell,allergies,1987,1431,843,1183,17.6,30.0
2025-11,Harborview VBC,ACO enablement,ID,CommonWell,immunizations,1987,1431,818,1863,19.3,43.0
2025-11,Harborview VBC,ACO enablement,ID,Surescripts,medications,1987,1627,1253,11998,3.2,48.0
2025-11,Harborview VBC,ACO enablement,ID,Quest Labs,labs,1987,1542,667,10548,3.5,39.0
2025-11,Harborview VBC,ACO enablement,ID,Bamboo Health,adt_events,1987,1475,661,1383,0.2,46.0
2025-11,Harborview VBC,ACO enablement,ID,PointClickCare,adt_events,1987,1378,557,1020,0.3,30.0
2025-11,Harborview VBC,ACO enablement,CO,Carequality,conditions,1987,1641,1427,8141,11.7,52.0
2025-11,Harborview VBC,ACO enablement,CO,Carequality,encounters,1987,1641,1349,11418,8.6,47.0
2025-11,Harborview VBC,ACO enablement,CO,Carequality,medications,1987,1641,1458,14636,2.9,32.0
2025-11,Harborview VBC,ACO enablement,CO,Carequality,labs,1987,1641,1421,19445,3.3,43.0
2025-11,Harborview VBC,ACO enablement,CO,Carequality,documents,1987,1641,1380,5579,14.7,37.0
2025-11,Harborview VBC,ACO enablement,CO,Carequality,allergies,1987,1641,1403,2107,15.7,23.0
2025-11,Harborview VBC,ACO enablement,CO,Carequality,immunizations,1987,1641,1411,3888,19.6,47.0
2025-11,Harborview VBC,ACO enablement,CO,CommonWell,conditions,1987,1506,1109,6645,15.5,23.0
2025-11,Harborview VBC,ACO enablement,CO,CommonWell,encounters,1987,1506,1128,11034,8.8,40.0
2025-11,Harborview VBC,ACO enablement,CO,CommonWell,medications,1987,1506,1107,10772,2.2,29.0
2025-11,Harborview VBC,ACO enablement,CO,CommonWell,labs,1987,1506,1096,15699,3.2,51.0
2025-11,Harborview VBC,ACO enablement,CO,CommonWell,documents,1987,1506,1178,4389,18.1,34.0
2025-11,Harborview VBC,ACO enablement,CO,CommonWell,allergies,1987,1506,1103,1635,14.0,56.0
2025-11,Harborview VBC,ACO enablement,CO,CommonWell,immunizations,1987,1506,1059,2628,16.3,21.0
2025-11,Harborview VBC,ACO enablement,CO,Surescripts,medications,1987,1780,1633,17907,2.3,20.0
2025-11,Harborview VBC,ACO enablement,CO,Quest Labs,labs,1987,1685,830,10705,3.4,57.0
2025-11,Harborview VBC,ACO enablement,CO,Bamboo Health,adt_events,1987,1608,910,1641,0.2,22.0
2025-11,Harborview VBC,ACO enablement,CO,PointClickCare,adt_events,1987,1478,751,1621,0.2,55.0
2025-12,Harborview VBC,ACO enablement,WA,Carequality,conditions,7198,5806,4911,33317,12.1,43.0
2025-12,Harborview VBC,ACO enablement,WA,Carequality,encounters,7198,5806,4716,48495,10.9,44.0
2025-12,Harborview VBC,ACO enablement,WA,Carequality,medications,7198,5806,4717,53660,2.6,51.0
2025-12,Harborview VBC,ACO enablement,WA,Carequality,labs,7198,5806,4717,66376,2.6,34.0
2025-12,Harborview VBC,ACO enablement,WA,Carequality,documents,7198,5806,4945,22809,14.0,58.0
2025-12,Harborview VBC,ACO enablement,WA,Carequality,allergies,7198,5806,4780,8609,17.7,39.0
2025-12,Harborview VBC,ACO enablement,WA,Carequality,immunizations,7198,5806,4861,11838,19.8,52.0
2025-12,Harborview VBC,ACO enablement,WA,CommonWell,conditions,7198,5287,3396,19243,13.3,48.0
2025-12,Harborview VBC,ACO enablement,WA,CommonWell,encounters,7198,5287,3547,37738,12.4,47.0
2025-12,Harborview VBC,ACO enablement,WA,CommonWell,medications,7198,5287,3595,36882,2.9,21.0
2025-12,Harborview VBC,ACO enablement,WA,CommonWell,labs,7198,5287,3664,47081,2.6,59.0
2025-12,Harborview VBC,ACO enablement,WA,CommonWell,documents,7198,5287,3609,16602,15.6,47.0
2025-12,Harborview VBC,ACO enablement,WA,CommonWell,allergies,7198,5287,3715,6747,11.4,47.0
2025-12,Harborview VBC,ACO enablement,WA,CommonWell,immunizations,7198,5287,3553,9264,24.3,31.0
2025-12,Harborview VBC,ACO enablement,WA,Surescripts,medications,7198,6156,5510,58362,2.0,51.0
2025-12,Harborview VBC,ACO enablement,WA,Quest Labs,labs,7198,5809,3044,46583,3.2,26.0
2025-12,Harborview VBC,ACO enablement,WA,Bamboo Health,adt_events,7198,5781,3245,6090,0.3,34.0
2025-12,Harborview VBC,ACO enablement,WA,PointClickCare,adt_events,7198,5571,99,199,0.2,45.0
2025-12,Harborview VBC,ACO enablement,OR,Carequality,conditions,5141,4013,3330,23060,11.0,51.0
2025-12,Harborview VBC,ACO enablement,OR,Carequality,encounters,5141,4013,3243,27489,10.1,32.0
2025-12,Harborview VBC,ACO enablement,OR,Carequality,medications,5141,4013,3156,37881,3.1,24.0
2025-12,Harborview VBC,ACO enablement,OR,Carequality,labs,5141,4013,3346,48309,2.5,51.0
2025-12,Harborview VBC,ACO enablement,OR,Carequality,documents,5141,4013,3341,15399,19.0,23.0
2025-12,Harborview VBC,ACO enablement,OR,Carequality,allergies,5141,4013,3278,5945,16.0,26.0
2025-12,Harborview VBC,ACO enablement,OR,Carequality,immunizations,5141,4013,3284,6912,16.0,57.0
2025-12,Harborview VBC,ACO enablement,OR,CommonWell,conditions,5141,3676,2567,14740,13.3,39.0
2025-12,Harborview VBC,ACO enablement,OR,CommonWell,encounters,5141,3676,2619,24345,12.7,51.0
2025-12,Harborview VBC,ACO enablement,OR,CommonWell,medications,5141,3676,2491,23575,2.5,43.0
2025-12,Harborview VBC,ACO enablement,OR,CommonWell,labs,5141,3676,2570,40242,2.7,22.0
2025-12,Harborview VBC,ACO enablement,OR,CommonWell,documents,5141,3676,2519,10348,16.0,55.0
2025-12,Harborview VBC,ACO enablement,OR,CommonWell,allergies,5141,3676,2556,4238,14.4,44.0
2025-12,Harborview VBC,ACO enablement,OR,CommonWell,immunizations,5141,3676,2565,5281,19.4,37.0
2025-12,Harborview VBC,ACO enablement,OR,Surescripts,medications,5141,4459,4089,50356,2.4,39.0
2025-12,Harborview VBC,ACO enablement,OR,Quest Labs,labs,5141,4250,1963,26476,2.6,27.0
2025-12,Harborview VBC,ACO enablement,OR,Bamboo Health,adt_events,5141,3975,2396,4693,0.2,25.0
2025-12,Harborview VBC,ACO enablement,OR,PointClickCare,adt_events,5141,3973,39,83,0.2,43.0
2025-12,Harborview VBC,ACO enablement,CA,Carequality,conditions,4113,3253,2623,15902,15.3,21.0
2025-12,Harborview VBC,ACO enablement,CA,Carequality,encounters,4113,3253,2676,27645,10.7,42.0
2025-12,Harborview VBC,ACO enablement,CA,Carequality,medications,4113,3253,2652,28084,2.0,57.0
2025-12,Harborview VBC,ACO enablement,CA,Carequality,labs,4113,3253,2661,40577,2.6,19.0
2025-12,Harborview VBC,ACO enablement,CA,Carequality,documents,4113,3253,2523,11474,12.3,29.0
2025-12,Harborview VBC,ACO enablement,CA,Carequality,allergies,4113,3253,2655,3731,11.8,56.0
2025-12,Harborview VBC,ACO enablement,CA,Carequality,immunizations,4113,3253,2587,5857,18.4,20.0
2025-12,Harborview VBC,ACO enablement,CA,CommonWell,conditions,4113,3104,2166,15109,10.9,35.0
